URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Client Port,Remote Address,Remote Port,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Handshake Size (bytes),Request Header Size (bytes),Request Body Size (bytes),Response Handshake Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://play.googleapis.com/download/by-token/download?token=AOTCm0QXSqa9EsntLaCRzs2eTxeYzL0hTpKwV9fx38Wgsv7CvXLta50GzZ3YO0w1dCSGT_LFuau2qWRBv0ZZ1wiGSYZkc1syd8G_MtZId4buPE0inVLP8s_q07Vy0SuiEbYuAgiC2QWCpG-GRdmqWGD9bYko3Y5r8szsQ-R3UdgMKENXPX3G9LKs8mXvXgtL7zJwZgK3VCDycT77gj3F5dbTe1BSZ-wYYjx4sZUxC9fgQtF6DUbu-m7jTk6vqZlGmtBHAboyWFBUuYec3WtaiRL90LZSOj6k7EsetzhtBZsvPO1CtYMalp4Jx4THno4_HgUzi8Brc-ETNUtkl8kMmupyURbB5PADpXql2pvOMH_ZK9cPn80jDpExxL3f3nW4VZXhexRDTdicxz5LxKvTVU05O4sUeAjhri7pevEjvH9QYLsQfrHtnWfhm6sw_K3r_DhNzhGRIMQLoUNGgxoHPv5Gw7-4olA&cpn=DkNH5A5QYn46I8L2&isid=CFCRC2iRTSCWOp79RzDAqA,COMPLETE,302,https,GET,application/binary,/192.168.29.247,46348,play.googleapis.com/142.250.194.10,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,83.0,,,,0.0,1.0,82.0,20.601562,0.0,1262.6953,,458,,,1293.0,0.0,,
https://play.googleapis.com/download/by-token/download?token=AOTCm0RcWSqelO0kYo3plFLimoIYa8-iUaRr8MDyDCFIyXzMy9GAUaX0YKaRpAApCUUeZ_sF13TvZVZjS6CNWCBMOBxU9Q2p0TuDFtE6Xdc1QYJid7p8RQGXf9O0i2Z9708lIppZH6-IEzBKrTYJZkAplggaJ5IGoISsL34-cYKaVR9QtdI9_52eDAeFcNWCCcZBksgfhL6i_TzpGhAhnQapAwdMxy-YyJ1k3FmHRlyZLtU8MCUfbllYt_tJaho29Hmx6lzUhQdAUb8AYRiemJvCLiECh3sVZ9_9NHF-h8AxBsYYnIGyj04RabtKrFfPTxMDE5th3SOy_2XLgDNbj0n6TrkJUwTgMsGdxSm2TG_EGIi4MgqYDz2KtL8PcMOw_oMqfzCtQdDprsZfQNtzWyYT3dPapVVU35G8N4WQsv7T6sWsamPob0np8vOsL7BHbNu0j2e9wr3GG-96couXH-70R0Zpagl0lGRMw3U8AZ7Z7AEcCwGfeF90sRY&cpn=RcwIV6SQ11nK6D_g&isid=CFCRC2iRTSCWOp79RzDAqA,COMPLETE,302,https,GET,application/binary,/192.168.29.247,46348,play.googleapis.com/142.250.194.10,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,88.0,,,,0.0,0.0,88.0,14.270508,0.0,0.0,,613,,,673.0,0.0,,
https://play-fe.googleapis.com/fdfe/bulkDetails?dt=1&nocache_qos=lt,COMPLETE,200,https,POST,application/protobuf,/192.168.29.247,46359,play-fe.googleapis.com/142.250.192.174,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,127.0,,,,1.0,1.0,125.0,34.5791,2060.5469,2331.0547,,2036,74.0,,74.0,2313.0,,41.70%
https://play-fe.googleapis.com/fdfe/delivery?doc=in.mohalla.sharechat&ot=1&vc=230411&bvc=230411&pf=1&pf=2&pf=3&pf=4&pf=5&pf=7&da=3&bda=3&bf=2&fdcf=1&fdcf=2&ch=Q5AXYL7IqvKRF4JPb0QzSslzico&mn=config.arm64_v8a&mn=livestream&dsp=CjESLwotCitjRmZ3d2hIdjJ2clJ5ZDNQbEJVYzFMZGtVUmdESlVEQ1ROd3ZkclhVa25v&st=EJaQgqEGGf8FhwUiCNlB&ia=false&isid=KHWKd_8WS9q0hedUCNbk3g&nocache_qos=lt,COMPLETE,200,https,GET,application/protobuf,/192.168.29.247,46359,play-fe.googleapis.com/142.250.192.174,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,235.0,,,,1.0,3.0,231.0,12.699219,290.03906,898.1113,,297,,,49.0,2710.0,,28.60%
https://play.googleapis.com/download/by-token/download?token=AOTCm0TbAvAf6VDVNQ5oS7p3oIxHxzaswLR2CCmTVPZVfiV2nikuuChqBxLIzTxwh1elsK-Ry_T6KpnwqkK33p3bJ860tfKRCSIypamZ8XqmINx2oTe2qvjym8roQzjcEDQZcdfx6tJHr2k99GME4aawMh2wN_dQ98hPjfQldP5IJasDYWIgZ82pQDPMF1OCim7P-y4_9Kqf8EkqGGXE1CueTnvWnRD1X6rgNf07nwKvvjTsGlSqBK5BpQTssCMfOWfDrWayelQDKaReVL2btHlV4bi03fEw3Ndls-RV5zcEnuqzMIU8Mtb5yDf-a_Ook0Ha304Y5tGpUD3gLYhcuRqmhjG3Drn0jwfLncU9i3uiPdjP77LrPoD1VcMV-REAC9hK-VlsH2T_zsHkpfz22ujCZbNfYUZ9DMNx59m7EPCFkd08Nea-VKQN2E66nHG4537ui7mIQEfTroc0&cpn=0YCSoj-4A8o95pIx&isid=KHWKd_8WS9q0hedUCNbk3g,COMPLETE,302,https,GET,application/binary,/192.168.29.247,46348,play.googleapis.com/142.250.194.10,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,92.0,,,,0.0,1.0,91.0,11.708008,0.0,645.5078,,442,,,661.0,0.0,,
https://www.googleapis.com/geolocation/v1/geolocate?key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,COMPLETE,200,https,POST,application/json; charset=UTF-8,/192.168.29.247,46389,www.googleapis.com/172.217.166.202,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,174.0,2.0,23.0,58.0,1.0,0.0,90.0,10.6796875,1176.7578,0.0,930.0,273,2.0,372.0,222.0,104.0,,-3.00%
https://www.googleapis.com/oauth2/v1/userinfo,COMPLETE,200,https,GET,application/json; charset=UTF-8,/192.168.29.247,46390,www.googleapis.com/216.58.196.202,443,,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,26/03/23 23:44,181.0,2.0,7.0,8.0,1.0,0.0,163.0,12.943359,1490.2344,0.0,930.0,596,,372.0,271.0,230.0,,22.60%
https://optimizationguide-pa.googleapis.com/v1:GetModels?key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,COMPLETE,200,https,POST,application/x-protobuf,/192.168.29.247,46391,optimizationguide-pa.googleapis.com/172.217.160.234,443,,26/03/23 23:45,26/03/23 23:45,26/03/23 23:45,26/03/23 23:45,111.0,2.0,8.0,10.0,0.0,1.0,90.0,19.917969,0.0,809.5703,981.0,334,120.0,372.0,208.0,249.0,,0.40%
https://www.googleapis.com/androidantiabuse/v1/x/create?alt=PROTO&key=AIzaSyBofcZsgLSS7BOnBjZPEkk4rYwzOIz-lTI,COMPLETE,200,https,POST,application/x-protobuf,/192.168.29.247,46392,www.googleapis.com/172.217.166.202,443,,26/03/23 23:45,26/03/23 23:45,26/03/23 23:45,26/03/23 23:45,120.0,3.0,7.0,9.0,0.0,5.0,96.0,169.84863,0.0,3702.9297,930.0,139,843.0,372.0,209.0,18378.0,,-0.20%
https://gmscompliance-pa.googleapis.com:443/google.internal.gmscore.gmscompliance.v1.GmsCompliance/GetEnforcement,RECEIVED_RESPONSE_HEADER,200,https,POST,application/grpc,/192.168.29.247,39889,gmscompliance-pa.googleapis.com/142.250.193.234,443,,26/03/23 23:45,26/03/23 23:45,26/03/23 23:45,,25289175730.0,3.0,8.0,11.0,13.0,25289175405.0,290.0,0.0,407.60156,0.0,954.0,294,4178.0,372.0,126.0,0.0,,
https://update.googleapis.com/service/update2/json?cup2key=12:wTq0eJMrVse-3yYI6s7PWnc4Re1UyQFNSzo4KhBzGnA&cup2hreq=37cf6887fc5166bcf23e182874b72c2f44abc1c2e68ced00b771996dfc65fb9e,COMPLETE,200,https,POST,application/json; charset=utf-8,/192.168.29.247,46393,update.googleapis.com/216.58.196.195,443,,26/03/23 23:45,26/03/23 23:45,26/03/23 23:45,26/03/23 23:45,314.0,7.0,6.0,7.0,20.0,0.0,274.0,27.96875,350.39062,0.0,939.0,725,5512.0,372.0,766.0,679.0,,74.40%
https://phonedeviceverification-pa.googleapis.com:443/google.internal.communications.phonedeviceverification.v1.PhoneDeviceVerification/GetConsent,RECEIVING_RESPONSE_BODY,200,https,POST,application/grpc,/192.168.29.247,37583,phonedeviceverification-pa.googleapis.com/142.250.193.42,443,,26/03/23 23:46,26/03/23 23:46,26/03/23 23:46,,25289144178.0,10.0,7.0,92.0,336.0,25289142628.0,1105.0,0.0,33.65625,0.0,1518.0,532,9530.0,23291.0,92.0,0.0,,
